Categoria;Codigo;Texto breve de material;Ubicación;Imagen
Estaciones;10003169;D3-0140 KIT SELLOS BOMBA ODORIZACION YZ;C.C.E1E;
Acero;10003207;"BRIDA SLIP-ON AC FORJADO D 4"" ANSI 300";6B2;https://http2.mlstatic.com/D_853720-MLM83210911865_032025-C.jpg
Estaciones;10003353;"TUBING AC INOX D 3/4"" ODX 0.095 ESP.316L";3A4;
Estaciones;10003354;"CONEC TUBING AC INOX D 3/4"" ODx1"" NPTM*";C.C.E5B;
Acero;10003420;"BRIDA WN AC FORJADO D 12"" ANSI 300 RF";S.P.M;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/300-psi-con-cuello-wn-Bridas-en-acero-carbon-BRIDA-WN-AC-S40-300-A105-RF-12-MTF-5120210226173102.JPG
Rep.Herra.Varios;10003441;MODEMS COMUNICACION RAVEN XT - E.SOLAR;C.C.E9A;
Estaciones;10003525;"CODO ACERO INOX D 1/2"" ODx1/2"" NPTM";C.C.E4D;https://m.media-amazon.com/images/I/51RIlrDeKkL._AC_UF894,1000_QL80_.jpg
Estaciones;10003527;"TEE RECTA AC INOX 1/2"" OD X 1/2"" NPTH";C.C.E4D;https://www.swagelok.com/assets/images/product_images/large/SS-810-3-8TFT.jpg?impolicy=superZoom
Rep.Herra.Varios;10003533;MICROFUSIBLE EAGLE 1/2 mA;C.C.E2C;https://anchor-electronics.com/wp-content/uploads/pico-sq.jpg
Medidores;10003538;MEDIDOR 62 M3H DIAF 45 LT IZQ 25PSI;S.P.M;https://i.ibb.co/WpnjStF1/10003538.jpg
Rep.Herra.Varios;10003545;"TORNILLO DIAM 5/8"" X 1-1/2"" LONG";3B4M1D;https://i.ebayimg.com/images/g/M8MAAOSwTAFl8OAg/s-l1200.png
Rep.Herra.Varios;10003556;GABINETE HOFFMAN A12106CHQRFG SOLID COVE;6A1;https://www.puntoflotante.net/HOFFMAN-FIBRA-DE-VIDRIO-4-M.jpg
Estaciones;10003606;"UNION RECTA AC INOX D 1/8"" OD";C.C.E4D;https://i.ebayimg.com/images/g/LtYAAOSw2eFiznmo/s-l1200.webp
Estaciones;10003696;"KIT AISLAMIENTO D  3"" ANSI 600";5B1;
Estaciones;10003697;"KIT AISLAMIENTO D  4"" ANSI 600";5B1;
Estaciones;10003724;"VALVULA CHEQUE D 1/4"" OD";C.C.E4C;https://image.made-in-china.com/202f0j00HbGiYektaOzo/Swagelok-Type-316-Stainless-Steel-Nonreturn-One-Way-Instrument-Check-Valves.jpg
Estaciones;10003727;"FERRULES (JUEGO) AC INOX D 1/2"" OD";C.C.E4B;https://http2.mlstatic.com/D_Q_NP_2X_803994-MLV79107862909_092024-T.webp
Reguladores;10003762;"REGULADOR 249 M3/H 25 PSI CD 2"" NPTF-180";5A1;https://premac.co/wp-content/uploads/2020/05/243-RPC.jpg
Estaciones;10003774;"UNION RECTA AC INOX D 1/2"" OD";C.C.E4B;https://image.made-in-china.com/202f0j00yOJVFfuKkHoa/SS316-Stainless-Steel-1-1-2-1-5-Inch-Double-Ferrules-Straight-Union-Tube-Fittings.webp
Acero;10003778;"BRIDA WN AC FORJADO D 6"" ANSI 600 RF";6B2;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/1-600-psi-con-cuello-wn-Bridas-en-acero-carbon-BRIDA-WN-AC-S40-600-A105-RF-6-MTF-170620210226174608.JPG
Acero;10003783;"TUBERIA AC D 12"" API 5L X42 E=0.406";BD2;
Medidores;10003810;MEDID 40 M3H ROT 16 BAR ANSI 15 G25 EP;C.M.R;https://http2.mlstatic.com/D_NQ_NP_772592-MLM49448611522_032022-O.webp
Acero;10003828;"REDUCCION CONCENTRICA AC SCH40 6"" X 3""";6B2;https://www.armabraescorporation.com/wp-content/uploads/2023/10/reduccion-concentrica-soldable-sch-40-1024x1024.jpg
Estaciones;10003830;"CONECTOR RECTO AC INOX 1/2"" OD X 1"" NPT";C.C.E4B;https://http2.mlstatic.com/D_NQ_NP_2X_832977-MLV54413020674_032023-T.webp
Medidores;10003862;MEDID 140 M3H ROT 20 BAR ANSI150 G100 EP;C.M.R;
Acero;10003977;"TUBERIA AC D  8"" API 5L X42 S/C SCH40";4A3;
Estaciones;10004028;78155P018 ELEMENTO FILTRANTE 25 MICRAS;C.C.E6E;
Medidores;10004070;MEDIDOR 2.5 M3H (G-1.6) M26x1.5 IZQ-SE.;3B1;https://www.viaindustrial.com/imagenes/prod/P252365.JPG
Reguladores;10004142;"REGULADOR AFV 51.820 M3H D 4"" ANSI 300";5A1;https://i.ibb.co/xKWH6C62/10004142.png
Medidores;10004146;MEDID 200 M3H ROT 20 BAR ANSI150 G160 EP;C.M.R;
Rep.Herra.Varios;10004180;"CAJA TERMICA PLANCHA CALENTADORA DE 6""";C.C.E7E;
Rep.Herra.Varios;10004181;CORD ASM W/PLUG (YELLOW);5B1;
Rep.Herra.Varios;10004182;CORD GRIP CONNECTOR TSRSR-109-E1;5A1;https://i.ibb.co/PGbWC9G6/10004182.jpg
Rep.Herra.Varios;10004184;CUCHILLA P/N 40027 CORTATUBO REED HPC8;5A1;
Rep.Herra.Varios;10004189;"INSERTO SUJETADOR D 2"" -8 PZA";5A1;
Rep.Herra.Varios;10004191;"INSERTO SUJETADOR D 3"" -8 PZA";5A1;
Rep.Herra.Varios;10004192;"INSERTO SUJETADOR D 4"" -8 PZA";5A1;
Rep.Herra.Varios;10004193;H001-30 SCREW DRIVE # 2 X 3/16;C.C.E2B;
Rep.Herra.Varios;10004194;H001-27 THERMAL SWITCH, FENWAL 17052-0;C.C.E3D;https://heatersplus.com/images/017000.jpg
Rep.Herra.Varios;10004196;"ACOPLE FLEXIMET ANTIEXP D 1/2""- 18"" LONG";5B1;https://alcione.mx/product/image/mediumlarge/ecgjh124_0.jpg
Rep.Herra.Varios;10004197;"ACOPLE FLEXIMETALICO ANTIEXP D 24"" LONG";5B1;https://beoriente.com/37-large_default/acople-flexible-nema-7-de-1-x-16-mm.jpg
Estaciones;10004198;"CODO AC GALV D 1/2"" X 90 M-M ANTIEXP";5B1;
Estaciones;10004201;"UNION UNIV AC GALV D 1/2"" H-H ANTIEXP";5B1;https://interelectricas.com.co/2511-home_default/union-universal-crouse-hinds-11-2-h-h-alum.jpg
Estaciones;10004202;"UNION UNIV AC GALV D 1/2"" H-M ANTIEXP";5B1;https://s3.amazonaws.com/bsalemarket/43701/product/UNY1051012861-02_1.jpg
Rep.Herra.Varios;10004203;BOQUILLA DE BRONCE SIN MANOMETRO;C.C.B;https://i.ibb.co/gb3CDSWZ/10004203.jpg
Rep.Herra.Varios;10004204;HERRAMIENTA PARA SETEO DE REGULADORES;5B1;
Rep.Herra.Varios;10004206;"CONECTOR CURVO D 1/2""";5B1;https://i.ibb.co/205Lgq6z/10004206.jpg
Rep.Herra.Varios;10004207;"CONECTOR NYLON D 1"" NPTM 2DPD9 HUBBELL";C.C.E3E;
Rep.Herra.Varios;10004208;"CONECTOR NYLON D 3/4"" NPTM 2HYA4 T&B";C.C.E2E;
Rep.Herra.Varios;10004210;"CONECTOR RECTO D 1/2""";5B1;https://i.ibb.co/rRx3NXFc/10004210.jpg
Rep.Herra.Varios;10004211;"GRAPA CHANNEL D 1""";5A1;https://fyeel.com.co/15718-large_default/abrazadera-ajustable-1-pulg-.jpg
Rep.Herra.Varios;10004212;"GRAPA CHANNEL D 1/2""";5A1;https://kos-kiel.com/wp-content/uploads/2019/09/GRAPA-600x615.jpg
Rep.Herra.Varios;10004213;"GRAPA CHANNEL D 3/4""";5A1;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsRQxMNuhzepxYC3W-Xvhosh6znGsGtGxyug&s
Rep.Herra.Varios;10004214;"TEE-Y/SELLO AC GALV 1/2"" X 3/4"" NPT H";5B1;
Polietileno;10004218;"ACOPLE MECANICO D 1/2"" CTS X 12"" LONG";5A2;https://i.ibb.co/DDfHLJRj/10004218.jpg
Polietileno;10004219;"ACOPLE MECANICO D 1/2"" CTS X 5"" LONG";5A2;
Polietileno;10004220;"ACOPLE MECANICO D 1/2"" IPS X 12"" LONG";5A2;https://i.ibb.co/WN8hgvSq/10004220.jpg
Polietileno;10004222;"ACOPLE MECANICO D 3/4"" IPS X 12"" LONG";5A2;https://i.ibb.co/v4hzmY5k/10004222.jpg
Estaciones;10004224;"ACOPLE RAPIDO H AC INOX CUERPO 1/4"" OD";C.C.E4E;
Estaciones;10004225;"ACOPLE RAPIDO M AC INOX VASTAGO 1/4"" OD";C.C.E4E;
Estaciones;10004226;"ACOPLE RAPIDO NPT M AC INOX CUERPO 1/2""";C.C.E4E;
Estaciones;10004227;"SOPORTE VALVULA-ACTUADOR D 2"" NPTH";5B1;
Polietileno;10004230;"ADAPTADOR BRIDA PE100 D 3"" IPS X 6"" LONG";5B2;
Polietileno;10004232;"ADAPTADOR BRIDA PE100 D 4"" IPS X 6"" LONG";5B2;https://i.ibb.co/ZzkNvVGd/10004232.png
Polietileno;10004234;"ADAPTADOR BRIDA PE100 D 6"" IPS X 8"" LONG";5B1;https://i.ibb.co/7Ndsgfvn/10004234.png
Rep.Herra.Varios;10004235;CABLE PROBADOR DE COMBUSTION;C.C.E1D;
Rep.Herra.Varios;10004236;C-6689-B3 MICRO CELDA SENSORA DE OXIGENO;C.C.E2D;
Rep.Herra.Varios;10004239;ANTENA DIRECCIONAL 5 ELEMEN TIPO YAGUI;C.C.E5E;https://steelbras.com.br/wp-content/uploads/2024/02/250X250-AP20116-AP20118.png
Rep.Herra.Varios;10004240;BATERIA 12 V - 5 A/H;5B1;https://http2.mlstatic.com/D_NQ_NP_721718-MLA70622407024_072023-O.webp
Rep.Herra.Varios;10004241;BATERIA 12V - 12 A/H SELLADA LIBRE MNTO.;5B1;https://sucomputo.com/wp-content/uploads/2017/12/bateria-sellada-12v-12-ah-FL12120GS.jpg
Rep.Herra.Varios;10004242;BATERIA 12V - 26 A/H SELLADA LIBRE MNTO.;5B1;https://http2.mlstatic.com/D_NQ_NP_2X_779248-MLA49498849071_032022-T.webp
Rep.Herra.Varios;10004243;BATERIA 12V - 33 A/H;5B1;https://http2.mlstatic.com/D_Q_NP_2X_851041-MLV53332767958_012023-T.webp
Rep.Herra.Varios;10004244;BATERIA ALCALINA CUADRADA 9V;C.OF.P;https://media.falabella.com/sodimacCO/00324/public
Rep.Herra.Varios;10004245;BATERIA ALCALINA TIPO AA 1.5V;C.OF.P;https://locatelcolombia.vtexassets.com/arquivos/ids/216393/32809823054_1_PILA-ALCALINA-VARTA-AA-X-2UND-.png?v=637007221511800000
Rep.Herra.Varios;10004246;BATERIA ALCALINA TIPO AAA 1.5V;C.OF.P;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkFdUiNSQfPzWSL58OXRHcHedtEkYaUVqvyw&s
Rep.Herra.Varios;10004247;BATERIA ALCALINA TIPO C 1.5V;C.OF.P;https://media.falabella.com/sodimacCO/00322/public
Rep.Herra.Varios;10004248;BATERIA RECARGABLE TIPO AA 1.2V;C.OF.P;https://captronic.com.co/wp-content/uploads/2023/12/f68136b8-a548-46c9-930c-18b154fe76c1.jpeg
Acero;10004250;"BRIDA CIEGA AC FORJADO D 12"" ANSI 300 RF";S.P.M;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/300-psi-ciega-bl-Bridas-en-acero-carbon-BRIDA-BL-AC-300-A105-RF-6-SQG-204020210226173109.JPG
Acero;10004251;"BRIDA CIEGA AC FORJADO D 12"" ANSI 600 RF";S.P.M;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/150-psi-ciega-bl-Bridas-en-acero-carbon-BRIDA-BL-AC-150-A105-RF-12-MTF-920210226173102.JPG
Acero;10004252;"BRIDA CIEGA AC FORJADO D 3"" ANSI 300 RF";6C2;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/300-psi-ciega-bl-Bridas-en-acero-carbon-BRIDA-BL-AC-300-A105-RF-3-MTF-1220210226173102.JPG
Acero;10004253;"BRIDA CIEGA AC FORJADO D 4"" ANSI 600 RF";6B2;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/600-psi-ciega-bl-Bridas-en-acero-carbon-BRIDA-BL-AC-600-A105-RF-4-SQG-222620210226173110.JPG
Acero;10004254;"BRIDA WN AC FORJADO D 1"" ANSI 600 RF";6B2;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/600-psi-con-cuello-wn-Bridas-en-acero-carbon-BRIDA-WN-AC-S80-600-A105-RF-1-SQG-208420210226173109.JPG
Acero;10004255;"BRIDA WN AC FORJADO D 1-1/2"" ANSI 300";5A1;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/1-1500-psi-con-cuello-wn-Bridas-en-acero-carbon-BRIDA-WN-AC-S160-91500-A105-RTJ-2-MTF-6120210226173902.JPG
Acero;10004256;"BRIDA WN AC FORJADO D 1-1/4"" ANSI 300";5A1;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/1-1500-psi-con-cuello-wn-Bridas-en-acero-carbon-BRIDA-WN-AC-S160-91500-A105-RTJ-2-MTF-6120210226173902.JPG
Acero;10004257;"BRIDA WN AC FORJADO D  4"" ANSI 600 RF";6C2;https://i.ibb.co/1fk1RPDp/10004257.png
Acero;10004262;"BRIDA ROSCADA AC FORJADO D 2"" ANSI 600";5A1;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/EMPTY-BRIDAS-EN-ACERO-CARBON-BRIDA-TH-AC-300-A105-RF-4-SQG-207120210226173109.JPG
Acero;10004263;"BRIDA ROSCADA AC FORJADO D 3"" ANSI 150";5A1;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/1-150-psi-roscada-th-Bridas-en-acero-carbon-BRIDA-TH-AC-150-A105-RF-3-SQG-206820210226174610.JPG
Acero;10004264;"BRIDA ROSCADA AC FORJADO D 3"" ANSI 300";5A1;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/EMPTY-BRIDAS-EN-ACERO-CARBON-BRIDA-TH-AC-300-A105-RF-3-MTF-3020210226173102.JPG
Acero;10004265;"BRIDA ROSCADA AC FORJADO D 4"" ANSI 150";5A1;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/150-psi-slip-on-so-Bridas-en-acero-carbon-BRIDA-SO-AC-150-A105-RF-6-MTF-2020210226173102.JPG
Acero;10004266;"BRIDA SLIP-ON AC FORJADO D 12"" ANSI 300";S.P.M;https://image.made-in-china.com/2f0j00vQdoIEYtuhgr/2inch-Flange-Slip-on-ASTM-A105-ANSI-150-RF-ASME-B16-5-So-Flange.webp
Acero;10004267;"BRIDA SLIP-ON AC FORJADO D 2"" ANSI 300";6B2;https://www.dispositivosdelsureste.com.mx/img/productos/bridas/brida-deslizante-2.jpg
Acero;10004268;"BRIDA SLIP-ON AC FORJADO D 2"" ANSI 600";6B2;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/600-psi-con-cuello-wn-Bridas-en-acero-carbon-BRIDA-WN-AC-S40-600-A105-RF-4-MTF-185420210226173109.JPG
Acero;10004269;"BRIDA SLIP-ON AC FORJADO D 3"" ANSI 150";6B2;https://www.itsamexico.com/web/image/product.template/11522/image_1024?unique=61c3a3f
Acero;10004270;"BRIDA SLIP-ON AC FORJADO D 3"" ANSI 600";6B2;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/600-psi-con-cuello-wn-Bridas-en-acero-carbon-BRIDA-WN-AC-S40-600-A105-RF-3-MTF-220920210226173110.JPG
Acero;10004271;"BRIDA SLIP-ON AC FORJADO D4"" ANSI 150 RF";6C2;https://www.dispositivosdelsureste.com.mx/img/productos/bridas/brida-deslizante-2.jpg
Acero;10004272;"BRIDA SLIP-ON AC FORJADO D6"" ANSI 150 RF";6B2;https://http2.mlstatic.com/D_629983-MLA77888650242_082024-C.jpg
Acero;10004273;"BRIDA SLIP-ON AC FORJADO D 6"" ANSI 600";6B2;https://http2.mlstatic.com/D_NQ_NP_987706-MLM76085807657_042024-O.webp
Rep.Herra.Varios;10004274;"BROCA AC D 1"" TUBERIA PE";5A1;https://i.ibb.co/xSC1G6QC/10004274.jpg
Rep.Herra.Varios;10004277;"BROCA CILINDRICA HSS D 3/32""-";5B2;https://jensa.vtexassets.com/arquivos/ids/157486-800-800?v=638095914411500000&width=800&height=800&aspect=true
Acero;10004281;"CAP AC CARBON D 12"" SCH40";6A2;https://image.made-in-china.com/202f0j00DBYReKsdwwbo/ASTM-A234-Wpb-Sch40-Butt-Welding-Pipe-Fittings-Carbon-Steel-Pipe-Cap.jpg
Acero;10004282;"CAP AC CARBON D 8"" SCH40";6B2;https://image.made-in-china.com/202f0j00JeiklCyWyNgp/DN50-2inch-Sch40-Sch80-A234-Wpb-Seamless-Carbon-Steel-Pipe-Cap.webp
Polietileno;10004283;CINTA PREVENTIVA RED DE GAS ANCHO 15CM;6A1;https://i.ibb.co/yc8t0T16/10004283.png
Galvanizados;10004285;"CODO HIERRO GALV D 1-1/4"" X 90 GR";3B2;https://lynx-pay-prod.s3.amazonaws.com/1gtmp2me0d2xpnel7i8giablmk36
Galvanizados;10004286;"CODO HIERRO GALV D 2"" X 90 GR";3B2;https://www.lewonski.com/sites/default/files/productos_ws/0050009-01.jpg
Galvanizados;10004288;"CODO AC GALV D 3"" X 90 GR";3B2;https://http2.mlstatic.com/D_NQ_NP_2X_835915-MLV48041130607_102021-N.webp
Polietileno;10004289;"CODO PE100 D 2"" IPS TOPE";5B2;https://cdn1.bigcommerce.com/server1200/66912/products/187/images/3120/hdpe-butt-fusion-90-degree-elbow-fitting-hdpesupply__36391.1579809247.1280.1280.jpg?c=2
Polietileno;10004290;"CODO PE100 D 4"" IPS TOPE";5B2;https://www.obraductos.com/wp-content/uploads/2024/04/pead2.png
Polietileno;10004291;"CODO PE100 D 6"" IPS TOPE";5B2;https://www.ffsoluciones.com/cdn/shop/files/Codo90Polieileno.png?v=1729795209&width=1080
Polietileno;10004292;"CODO PE80 D 1"" IPS x 90GR RDE11 SOCKET";1A1;
Acero;10004293;"CODO AC SCH40 D 2"" X 90 GR RADIO CORTO";6A2;https://http2.mlstatic.com/D_NQ_NP_2X_617252-MLA75459941771_032024-T.webp
Acero;10004294;"CODO AC SCH40 D 3"" X 90 GR RADIO CORTO";6B2;https://http2.mlstatic.com/D_NQ_NP_938297-MLA79990420739_102024-O.webp
Acero;10004295;"CODO AC SCH40 D 4"" X 90 GR RADIO CORTO";6B2;https://http2.mlstatic.com/D_NQ_NP_861848-MLA75546274762_042024-O.webp
Acero;10004296;"CODO AC SCH40 D 6"" X 90 GR RADIO CORTO";6B2;https://s3.amazonaws.com/fam.s3.2/damprod/PDP_Retina/10116/Weldbend_XW90SR14_N_HR.png
Acero;10004297;"CODO AC D 1/2"" X 90 GR 3000 LB ROSCADO";6B2;https://www.toolferreterias.com/cdn/shop/files/codo-de-900-x-12-roscado-de-3000-libras-codos-negros-roscables-de-900-3000-lbs-de-hierro-maleable-tool-ferreterias-ferretodo-488700.jpg?v=1731392183
Acero;10004298;"CODO AC D 2"" X 90 GR 3000 LB ROSCADO";6A2;https://i0.wp.com/yamuni.com.mx/wp-content/uploads/2020/12/CR200C80-scaled.jpg?fit=1200%2C1200&ssl=1
Acero;10004299;"CODO AC SCH40 D 3"" X 45 GR RADIO LARGO";5A1;https://www.baogangpipe.com/uploads/202028104/45-degree-long-radius-elbows11413839153.jpg
Acero;10004300;"CODO AC SCH40 D 4"" X 45 GR RADIO LARGO";6B2;https://http2.mlstatic.com/D_NQ_NP_2X_873437-MLA74982097811_032024-T.webp
Acero;10004301;"CODO AC SCH40 D 6"" X 45 GR RADIO LARGO";6B2;https://i.ibb.co/sdXJxgSk/10004301.png
Estaciones;10004302;"CONEC TUBING NYLON 1/4"" OD X 1/2"" NPTM";C.C.E4E;https://i.ibb.co/Z1T5DW15/10004302.png
Estaciones;10004303;"CONECTOR AC INOX 1/8"" OD X 1/4"" NPTM";C.C.E4C;https://i.ibb.co/Zn2NQb5/10004303.jpg
Acometidas;10004304;"CONECTOR CIEGO LAT D 1"" 2PZA";2A1;
Acometidas;10004305;"CONECTOR CIEGO LAT D 1"" 2PZA ROSCA BSP H";2A1;
Acometidas;10004306;"CONECTOR CIEGO LAT D 1-1/2"" 2PZA";2A1;
Acometidas;10004307;"CONECTOR CIEGO LAT D 1-1/4"" 2PZA";2A1;
Acometidas;10004308;"CONECTOR CIEGO LAT D 3/4"" 2PZA";2A1;
Acometidas;10004309;CONECTOR CIEGO LAT D M26 X1.5 2-PIEZAS;2B2;
Acometidas;10004310;CONECTOR CIEGO LAT D M30 X 2 2PZA;2A1;
Acometidas;10004311;CONECTOR CIEGO LAT D M30 X 2 1PZA;2A1;
Acometidas;10004312;CONECTOR CIEGO LAT D M27 X 1.5 2PZA;3A2;
Acometidas;10004313;CONECTOR CIEGO LAT D M27 X 1.5 1PZA;3A2;
Acometidas;10004314;"CONECTOR LAT D 1-1/4"" -2PZA";2A1;
Internas;10004316;"CONECTOR FLEXIBLE AC INOX CORRUGAD D 36""";1A2;https://media.falabella.com/sodimacCO/330106/public
Internas;10004317;"CONECTOR FLEXOMETALICO 1/2"" x48"" AC INOX";1A2;https://samduplas.com/wp-content/uploads/2023/10/Conector-flexometalica-3622-4822-y-6022.jpeg
Rep.Herra.Varios;10004318;CONECTOR HEMBRA PARA BISELADOR;C.C.E5E;https://i.ibb.co/sJyxXJvs/10004318.png
Acometidas;10004319;CONECTOR LAT D M26X1.5 2-PIEZAS;2B2;https://www.humcar.com/wp-content/uploads/2023/06/450120.jpg
Acometidas;10004320;CONECTOR LAT M27 X 1.5 2 PIEZAS;2A1;https://m.media-amazon.com/images/I/71UwUbjbN2L.jpg
Acometidas;10004321;CONECTOR LAT D M27 X 1.5 -1PZA;3A2;https://image.made-in-china.com/202f0j00SdplIJwCwWrh/Brass-Connector-M26-1-2-with-Flare-Head-for-Gas-Use.webp
Acometidas;10004322;CONECTOR LAT D M30 X 2 2PZA EN LATON;2A1;https://image.made-in-china.com/2f0j00hJEQcGWIqvgU/Cw625n-5-8-Inch-Brass-Water-Meter-Coupling.webp
Rep.Herra.Varios;10004323;CONECTOR MACHO BISELADOR;C.C.E5E;https://i.ibb.co/VphKvWdN/10004323.png
Galvanizados;10004327;"CRUZ AC GALV D 1-1/4"" NPT H";3B2;https://www.lewonski.com/sites/default/files/productos_ws/0050063-01.jpg
Acometidas;10004330;"ELEVADOR HIERRO GAL D 2"" IPS x2"" NPTM";3B2;https://i.ibb.co/N6p7Tg6Z/10004330.jpg
Acometidas;10004331;"ELEVADOR LAT D 1/2"" CTS X 1/2"" NPT";2B2;
Acometidas;10004332;"ELEVADOR LAT D 1/2"" CTS X 3/8"" NPTM";2B2;https://i.ibb.co/2390jT8x/10004332.jpg
Rep.Herra.Varios;10004334;"EMPAQUE CONECTOR MEDIDOR AL425 D 1-1/4""";C.C.E2B;
Rep.Herra.Varios;10004335;EMPAQUE CONECTOR MEDIDOR GALLUS;C.C.E2B;
Estaciones;10004336;"EMPAQUE FLEXITALICO BRIDA D 3"" ANSI 300";6B2;https://i.ibb.co/DD1T3s8Q/10004336.jpg
Estaciones;10004338;"EMPAQUE KIT AISLANTE D 4"" ANSI 300";5B1;
Estaciones;10004339;"KIT AISLAMIENTO D  2"" ANSI 600";5B1;
Rep.Herra.Varios;10004340;"EMPAQUE MANGA TUBERIA EXTERIOR D 3.5""";5B1;
Estaciones;10004341;"EMPAQUE BRIDA D 2"" ANSI 600 ESP 1/16""";5B1;https://i.ibb.co/6JwvG63F/10004341.png
Estaciones;10004342;"EMPAQUE BRIDA D 3"" ANSI 600 ESP 1/16""";5B1;https://i.ibb.co/B5gQ8zpM/10004342.png
Estaciones;10004343;"EMPAQUE BRIDA D 4"" ANSI 600 ESP 1/16""";5B1;https://i.ibb.co/hJ2qyCST/10004343.png
Estaciones;10004344;"EMPAQUE BRIDA D 6"" ANSI 150 ESP 1/16""";5B1;https://i.ibb.co/99KQtLcb/10004344.png
Estaciones;10004345;"EMPAQUE BRIDA D 12"" ANSI 600 ESP 1/16""";5B1;https://i.ibb.co/8LrsLgwQ/10004345.png
Estaciones;10004346;"EMPAQUE BRIDA D 1"" ANSI 150 (ESP 1/16)";5B1;
Rep.Herra.Varios;10004349;"EMPAQUE TIPO MALLA MEDIDAS 24""X60""X0.2""";5B1;
Estaciones;10004350;"ENDEREZADOR FLUJO AC CARBON D 3"" ANSI300";5B1;
Estaciones;10004353;"ESPARRAGO AC GR B7 D 3/4"" X 9-3/4"" LONG.";3B4M1C;
Acero;10004355;"ESPARRAGO AC GR B7 D1-1/4"" X 8-3/4"" LONG";3B4M3A;
Acero;10004356;"ESPARRAGO AC GR B7 D 1/2"" X 2"" LONG";3B4M1C;
Acero;10004357;"ESPARRAGO AC GR B7 D 1/2"" X 2-1/2"" LONG";3B4M3A;
Acero;10004358;"ESPARRAGO AC GR B7 D 1/2"" X 2-3/4"" LONG";3B4M1B;
Acero;10004360;"ESPARRAGO AC GR B7 D 1/2"" X 6"" LONG";3B4M1C;
Acero;10004361;"ESPARRAGO AC GR B7 D 3/4"" X 11-1/4"" LONG";3B4M1C;
Acero;10004362;"ESPARRAGO AC GR B7 D 3/4"" X 4-1/4"" LONG";3B4M3C;
Acero;10004363;"ESPARRAGO AC GR B7 D 3/4"" X 5"" LONG";3B4M3C;
Estaciones;10004364;"ESPARRAGO AC GR B7 D 3/4"" X 6"" LONG";3B4M1C;
Acero;10004365;"ESPARRAGO AC GR B7 D 5/8"" X 11"" LONG";3B4M1C;
Acero;10004366;"ESPARRAGO AC GR B7 D 5/8"" X 2-1/2"" LONG";3B4M1C;
Acero;10004367;"ESPARRAGO AC GR B7 D 5/8"" X 3-3/4"" LONG";3B4M1B;
Acero;10004368;"ESPARRAGO AC GR B7 D 5/8"" X 4-1/4"" LONG";3B4M2C;
Acero;10004369;"ESPARRAGO AC GR B7 D 5/8"" X 5-1/4"" LONG";3B4M1C;
Acero;10004370;"ESPARRAGO AC GR B7 D 5/8"" X 7-1/2"" LONG";3B4M3B;
Acero;10004371;"ESPARRAGO AC GR B7 D 7/8"" X 5-1/2"" LONG";3B4M2C;
Polietileno;10004372;"ESPUMA CILINDRICA D 4.375"" LONG 7.25""";5B1;
Polietileno;10004373;"ESPUMA CILINDRICA D 6.5"" LONG. 10.5""";5B1;
Rep.Herra.Varios;10004374;"FILTRO CUERPO TAPA ALUM CONEX 1-1/2"" NPT";5B1;
Rep.Herra.Varios;10004375;"FILTRO CUERPO TAPA ALUM CONEX 1/2"" NPT";5B1;
Rep.Herra.Varios;10004376;"FILTRO CUERPO TAPA ALUM CONEX 2"" NPT";5B1;
Rep.Herra.Varios;10004377;"FILTRO CUERPO TAPA ALUM CONEX 3/4"" NPT";5B1;
Rep.Herra.Varios;10004378;"FILTRO CUERPO TAPA HI FUNDIDO D1"" NPT-H";5B1;
Estaciones;10004380;FILTRO ELEMENTO 2.5 MICRONES;5B1;
Rep.Herra.Varios;10004385;"CALIBRADOR PROFUNDIDAD D 1"" IPS";5A1;
Rep.Herra.Varios;10004386;"CINCEL 3/4"" D X 12"" LONG";C.OF.P;https://solumeca.com/wp-content/uploads/2024/04/16-319_P1.jpg
Rep.Herra.Varios;10004387;"CORTA TUBO PEQUENO COBRE D HASTA 1/2""";C.C.E5C;https://http2.mlstatic.com/D_NQ_NP_781964-MCO88800625512_082025-O.webp
